02.507 09.560 05.108
00.385 02.569 00.662
04.100 01.268 01.446
00.834 08.965 01.342
08.858 03.359 00.600
05.261 00.074 08.547
02.419 07.080 05.085
08.373 02.320 05.214
09.728 05.601 05.175
00.477 03.374 04.635
09.112 01.950 05.180
05.608 09.078 07.605
00.341 05.959 01.990
02.442 08.214 07.962
09.269 00.585 02.005
07.701 03.540 00.114
03.436 00.847 09.296
02.643 00.670 00.265
04.492 00.064 05.522
07.878 09.233 04.352
08.641 07.240 00.647
02.638 04.800 09.940
02.277 01.926 08.673
00.512 02.456 02.356
00.860 03.541 08.429
00.649 07.301 00.855
04.707 00.044 04.857
09.439 09.065 03.221
03.419 01.482 01.860
01.358 09.277 04.687
06.279 09.424 07.008
04.185 01.603 05.253
08.368 03.835 06.199
09.853 05.735 02.768
00.289 01.178 06.141
08.975 03.111 07.695
06.691 07.989 04.528
07.474 01.793 06.577
08.831 07.776 04.230
09.055 05.945 00.908
09.025 04.378 07.378
09.570 04.259 02.927
00.845 07.238 01.946
01.443 09.790 07.076
00.217 01.440 03.997
01.487 01.398 06.925
01.895 00.844 04.450
04.939 04.136 09.436
06.051 01.471 06.469
06.607 00.350 03.080
08.011 06.713 08.016
09.778 05.032 07.743
00.126 02.748 06.532
09.293 06.199 05.538
00.303 03.767 09.258
03.373 08.703 01.075
03.292 00.352 05.800
00.387 04.868 06.844
05.318 09.910 00.692
05.261 07.607 00.446
01.502 03.596 03.210
04.203 01.660 09.080
08.086 03.077 01.395
09.072 06.386 05.919
07.860 07.151 02.904
03.956 09.070 01.720
09.272 07.606 03.874
00.652 02.166 03.459
06.579 05.525 09.265
04.692 09.982 08.028
09.535 08.643 03.836
00.100 08.185 07.567
08.525 08.229 09.502
00.580 03.388 06.372
05.576 07.932 09.281
00.581 03.763 04.936
08.610 05.767 03.848
04.024 07.951 09.933
09.276 04.052 01.144
01.733 06.128 06.263
00.413 00.480 05.301
00.227 03.343 08.649
03.169 00.333 04.771
01.018 00.425 09.637
08.833 09.660 05.352
00.249 01.713 07.640
03.999 02.419 09.220
00.602 06.353 04.176
00.635 08.485 01.890
03.396 00.728 02.293
01.601 05.141 07.635
08.181 06.873 04.074
09.894 06.458 06.923
01.606 01.186 08.271
02.491 08.842 03.935
05.409 00.010 06.721
01.529 02.447 05.279
08.196 09.109 02.420
04.119 00.421 03.904
03.587 09.218 08.938
04.747 08.255 01.553
01.814 07.905 00.943
06.975 09.686 09.750
09.362 03.371 03.684
06.384 00.638 05.483
05.313 09.838 04.494
08.442 03.055 01.945
05.988 01.066 09.951
04.122 06.525 00.375
09.868 00.110 01.967
02.426 09.550 03.246
02.392 07.971 07.970
08.421 00.839 01.489
00.434 01.503 03.844
00.253 08.806 04.009
08.659 03.645 03.188
02.234 00.690 01.218
02.237 02.903 04.688
09.202 06.790 06.690
00.143 06.047 01.745
04.375 01.946 00.296
02.119 01.296 08.485
05.755 01.336 06.118
08.390 01.368 00.652
09.909 06.550 01.120
03.783 01.355 01.660
04.913 00.155 00.987
04.497 01.233 03.905
01.588 08.966 04.969
05.145 01.210 01.782
08.371 08.505 02.544
00.851 08.672 08.015
06.745 07.407 00.168
09.179 05.491 03.708
08.948 02.060 05.803
06.403 02.260 09.732
00.345 08.739 05.010
03.480 08.069 07.457
05.008 08.409 09.522
08.605 01.551 07.078
01.848 03.607 01.361
02.195 01.284 09.817
01.756 06.030 01.593
01.151 02.216 01.347
00.124 09.074 07.028
05.712 05.057 09.482
09.381 08.640 02.444
01.848 01.911 07.481
01.175 09.474 03.334
01.473 05.627 04.984
02.909 09.456 07.978
02.433 08.558 06.290
09.419 05.163 04.243
09.476 06.966 00.934
08.765 00.388 00.515
08.005 03.860 04.158
09.725 03.233 04.511
09.502 00.823 04.549
01.492 04.180 00.792
02.078 02.214 06.722
02.236 07.981 07.983
06.504 01.537 08.095
02.369 00.541 01.737
01.206 03.353 04.542
03.409 01.602 02.980
05.809 09.000 05.081
06.562 08.971 00.312
08.392 04.517 06.568
08.136 03.859 01.595
08.539 07.144 04.784
03.810 09.540 09.190
02.599 01.780 08.626
09.186 07.619 02.229
07.224 08.295 09.735
05.827 03.550 00.272
02.066 05.700 09.652
08.675 03.069 09.866
04.494 08.119 06.954
06.000 08.724 08.177
01.590 00.283 08.374
04.898 00.776 09.684
08.250 09.446 07.164
08.585 03.621 00.533
07.973 07.186 09.009
01.029 02.002 00.642
00.807 01.575 04.740
07.430 03.606 00.121
08.195 05.650 05.072
06.767 01.673 03.868
07.890 05.347 02.616
00.022 07.748 07.252
04.692 09.965 06.119
08.569 05.802 09.158
01.768 02.797 02.907
08.787 01.168 00.160
09.921 05.415 02.221
01.217 02.382 05.749
08.054 02.943 09.944
05.744 08.785 01.577
09.715 09.417 04.590
02.031 02.840 02.878
08.964 07.699 02.137
09.614 04.144 07.417
00.691 04.218 02.978
04.781 05.279 00.846
07.401 00.098 07.961
09.664 01.159 07.326
07.231 09.620 01.845
01.724 00.835 03.053
00.002 03.669 01.691
04.361 01.038 03.611
01.087 03.506 02.548
07.630 01.394 09.925
03.642 08.394 09.344
05.907 05.498 00.745
08.743 02.336 03.728
00.719 04.118 02.733
06.675 01.298 09.631
07.323 00.707 08.414
00.314 00.503 02.028
07.532 00.609 01.821
02.494 01.116 08.619
03.734 09.769 01.501
09.520 06.797 04.635
01.156 07.559 08.466
02.622 09.978 04.113
00.946 08.359 07.475
04.361 00.839 07.117
07.885 04.011 05.681
03.745 09.046 05.253
04.814 01.216 08.578
01.130 04.272 09.883
09.148 05.540 01.441
01.418 01.672 06.904
00.733 02.720 09.965
09.981 06.342 00.274
05.336 01.609 06.310
02.185 08.184 01.266
00.449 03.559 07.948
08.281 09.951 03.770
04.867 07.722 00.033
05.454 09.784 07.331
00.550 00.280 03.499
04.397 01.615 02.756
02.202 01.471 01.610
02.674 01.099 08.350
05.455 09.161 05.004
01.396 03.358 06.876
00.754 09.760 04.980
08.337 09.114 06.246
05.517 08.466 07.328
00.193 00.394 05.456
01.149 05.795 07.344
09.940 02.230 00.395
08.154 09.547 00.604
08.330 08.361 02.904
03.064 07.916 07.472
06.853 01.748 00.656
00.943 07.041 09.473
09.723 00.991 03.090
03.122 07.842 00.816
02.535 09.460 01.560
02.901 08.735 07.723
09.836 09.204 03.966
00.830 06.314 01.217
00.450 00.272 09.855
02.016 08.236 08.504
01.255 04.756 02.624
08.829 04.041 01.813
09.677 09.449 05.956
07.731 01.594 06.097
05.694 05.660 09.138
00.410 03.307 06.326
00.140 07.323 09.083
07.193 07.762 00.526
09.587 02.611 09.186
02.258 09.510 05.017
07.307 09.342 02.402
01.015 04.556 02.820
05.228 00.194 05.184
02.028 00.102 00.251
03.340 03.215 00.392
09.076 07.082 02.193
08.599 08.745 03.314
05.214 06.312 00.014
07.794 05.376 01.780
06.123 02.774 09.549
03.439 01.683 06.888
06.034 01.498 01.198
01.227 06.064 08.203
08.593 01.202 06.026
03.962 00.522 02.788
00.056 05.521 07.802
08.053 07.417 01.893
01.969 01.950 07.133
01.605 02.966 09.793
09.316 04.922 01.419
07.893 01.446 05.776
01.307 07.802 08.590
06.358 00.722 01.339
09.886 09.318 08.463
00.663 08.544 09.079
08.001 00.629 06.321
07.181 01.383 04.860
01.835 00.989 01.670
01.604 06.416 02.120
07.187 09.564 07.599
01.118 03.717 06.033
00.547 04.660 06.122
08.879 07.885 02.177
04.829 08.875 09.659
04.267 08.465 09.188
05.594 08.062 07.154
05.790 00.376 02.536
00.055 03.346 07.728
07.209 00.553 02.059
06.642 01.252 06.522
09.924 00.122 01.157
05.265 01.282 07.571
00.154 08.265 01.975
00.058 00.033 04.170
06.800 09.937 02.696
01.005 04.454 05.600
01.985 00.358 04.720
02.870 05.590 09.554
01.853 08.236 00.262
09.902 09.512 02.915
06.809 00.145 08.631
00.240 09.002 01.091
05.081 09.411 05.938
00.768 03.887 00.001
09.062 02.429 02.419
00.293 07.611 01.829
07.560 06.644 00.898
00.506 09.434 04.908
02.182 02.701 00.847
05.115 00.953 05.167
00.596 04.457 09.717
00.144 00.670 06.655
03.967 00.757 09.761
08.755 01.537 02.090
00.400 06.460 00.050
09.320 00.393 03.290
04.242 08.483 08.643
01.698 08.073 05.329
02.135 09.342 08.325
00.089 05.081 03.587
08.589 06.358 07.358
09.965 02.561 03.375
08.276 07.968 09.188
09.414 01.760 00.399
08.753 02.295 08.707
02.013 05.189 03.968
09.887 02.522 09.188
06.787 08.502 01.188
07.560 00.848 07.048
04.565 01.619 08.713
02.985 09.574 00.242
07.955 05.554 02.968
06.619 08.032 09.075
07.894 02.045 04.032
09.614 09.730 03.897
00.628 08.203 03.981
05.687 07.345 09.325
04.783 08.399 06.542
07.954 03.943 02.990
04.640 01.634 06.983
01.825 00.361 07.567
01.908 00.555 06.656
01.816 00.690 01.705
09.790 00.397 04.039
02.133 02.240 09.074
08.268 08.316 06.582
01.785 03.774 00.677
08.868 03.687 09.815
00.007 04.273 05.917
08.155 00.276 08.701
01.019 07.381 05.518
06.519 05.247 00.522
02.507 09.331 08.568
04.165 07.119 09.827
04.878 08.006 03.318
01.953 00.936 00.629
07.047 01.383 08.521
01.762 04.579 05.409
05.870 00.005 04.992
09.856 03.204 05.536
02.462 09.486 00.201
04.194 01.305 00.592
07.931 07.151 06.983
08.812 02.131 05.983
01.284 03.481 09.384
00.136 07.244 02.322
02.206 08.614 02.512
02.903 06.677 09.669
07.278 09.765 01.192
08.017 09.919 09.938
02.311 04.189 06.427
09.640 08.328 03.942
00.827 05.161 02.626
06.776 09.850 09.351
08.941 06.404 06.248
04.913 01.476 05.995
00.322 06.696 00.390
09.755 05.534 07.609
09.834 06.840 08.860
00.584 02.853 06.886
06.863 03.527 09.960
04.673 01.365 09.409
00.918 07.035 02.012
01.911 05.538 04.313
05.304 01.495 09.470
06.878 03.501 00.794
03.291 01.897 06.058
00.576 04.547 05.205
07.917 04.904 03.720
09.561 06.514 06.421
02.415 09.793 06.821
01.515 04.254 03.230
01.753 04.533 05.890
00.947 09.236 01.956
09.199 07.870 03.023
02.385 00.228 06.236
04.415 00.292 02.333
00.043 01.700 04.257
08.608 07.119 05.982
08.293 03.208 04.491
